geographic_area,indicator,sex,current_age,wealth_quintile,residence,mother's_education_level,time_period,obs_value,sub_sector,risk_category
United Republic of Tanzania,indicator_15,Male,Under 5 years old,total,total,total,2016,45.7,MALA,Low
United Republic of Tanzania,indicator_16,Female,Under 5 years old,total,total,total,2016,81.1,MALA,High
United Republic of Tanzania,indicator_15,Total,Under 5 years old,lowest,total,total,2016,50.7,MALA,Low
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,total,total,2016,43.4,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,urban,total,2016,60.9,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,second,total,total,2016,51.7,MALA,Low
United Republic of Tanzania,indicator_15,Total,Under 5 years old,middle,total,total,2016,43.1,MALA,Low
United Republic of Tanzania,indicator_16,Total,Under 5 years old,highest,total,total,2016,84.3,MALA,High
United Republic of Tanzania,indicator_15,Total,Under 5 years old,fourth,total,total,2016,35.3,MALA,Low
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,urban,total,2016,36.0,MALA,Low
United Republic of Tanzania,indicator_15,Total,Under 5 years old,highest,total,total,2016,32.0,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,total,total,2016,54.4,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,total,total,2016,80.1,MALA,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,urban,total,2016,84.0,MALA,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,lowest,total,total,2016,72.8,MALA,Low
United Republic of Tanzania,indicator_16,Male,Under 5 years old,total,total,total,2016,79.2,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,rural,total,2016,46.1,MALA,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,fourth,total,total,2016,59.5,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,fourth,total,total,2016,83.7,MALA,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,middle,total,total,2016,83.3,MALA,High
United Republic of Tanzania,indicator_10,Total,Under 5 years old,second,total,total,2016,54.6,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,rural,total,2016,78.7,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,second,total,total,2016,78.4,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,highest,total,total,2016,59.1,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,total,secondary and higher,2017,86.2,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,urban,total,2017,88.3,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,middle,total,total,2017,57.0,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,rural,total,2017,89.7,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,fourth,total,total,2017,81.9,MALA,High
United Republic of Tanzania,indicator_10,Total,Under 5 years old,highest,total,total,2017,64.1,MALA,High
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2017,91.1,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,total,primary education,2017,89.4,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,lowest,total,total,2017,68.4,MALA,Low
United Republic of Tanzania,indicator_16,Total,Under 5 years old,middle,total,total,2017,75.0,MALA,Low
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,total,total,2017,89.4,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,fourth,total,total,2017,67.8,MALA,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,second,total,total,2017,77.0,MALA,Medium
United Republic of Tanzania,indicator_16,Female,Under 5 years old,total,total,total,2017,75.6,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,rural,total,2017,50.2,MALA,Medium
United Republic of Tanzania,indicator_16,Male,Under 5 years old,total,total,total,2017,75.2,MALA,Medium
United Republic of Tanzania,indicator_17,Total,Under 5 years old,second,total,total,2017,33.9,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,urban,total,2017,66.8,MALA,High
United Republic of Tanzania,indicator_10,Female,Under 5 years old,total,total,total,2017,53.3,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,highest,total,total,2017,87.2,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,total,total,2017,54.6,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,fourth,total,total,2017,91.2,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,middle,total,total,2017,87.7,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,second,total,total,2017,88.7,MALA,Medium
United Republic of Tanzania,indicator_15,Male,Under 5 years old,total,total,total,2017,87.9,MALA,Medium
United Republic of Tanzania,indicator_15,Female,Under 5 years old,total,total,total,2017,90.8,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,lowest,total,total,2017,90.9,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,highest,total,total,2017,76.3,MALA,Medium
United Republic of Tanzania,indicator_17,Total,Under 5 years old,total,rural,total,2017,38.6,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,total,secondary and higher,2017,77.2,MALA,Medium
United Republic of Tanzania,indicator_17,Total,Under 5 years old,total,urban,total,2017,56.0,MALA,High
United Republic of Tanzania,indicator_17,Total,Under 5 years old,total,total,secondary and higher,2017,50.0,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2017,67.2,MALA,Low
United Republic of Tanzania,indicator_17,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2017,33.0,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,total,primary education,2017,77.5,MALA,Medium
United Republic of Tanzania,indicator_17,Total,Under 5 years old,total,total,total,2017,43.1,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,lowest,total,total,2017,39.9,MALA,Low
United Republic of Tanzania,indicator_17,Total,Under 5 years old,lowest,total,total,2017,32.3,MALA,Low
United Republic of Tanzania,indicator_17,Male,Under 5 years old,total,total,total,2017,41.9,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,total,total,2017,75.4,MALA,Medium
United Republic of Tanzania,indicator_10,Male,Under 5 years old,total,total,total,2017,55.9,MALA,Medium
United Republic of Tanzania,indicator_17,Female,Under 5 years old,total,total,total,2017,44.2,MALA,Medium
United Republic of Tanzania,indicator_17,Total,Under 5 years old,highest,total,total,2017,54.2,MALA,High
United Republic of Tanzania,indicator_17,Total,Under 5 years old,total,total,primary education,2017,44.8,MALA,Medium
United Republic of Tanzania,indicator_17,Total,Under 5 years old,middle,total,total,2017,39.3,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,urban,total,2017,77.6,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,second,total,total,2017,49.2,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,rural,total,2017,74.6,MALA,Low
United Republic of Tanzania,indicator_17,Total,Under 5 years old,fourth,total,total,2017,60.2,MALA,High
United Republic of Tanzania,indicator_17,Total,Under 5 years old,lowest,total,total,2022,44.9,MALA,Medium
United Republic of Tanzania,indicator_17,Total,Under 5 years old,total,urban,total,2022,59.1,MALA,High
United Republic of Tanzania,indicator_17,Total,Under 5 years old,fourth,total,total,2022,42.6,MALA,Medium
United Republic of Tanzania,indicator_10,Male,Under 5 years old,total,total,total,2022,58.9,MALA,Medium
United Republic of Tanzania,indicator_17,Total,Under 5 years old,second,total,total,2022,46.3,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,lowest,total,total,2022,96.3,MALA,High
United Republic of Tanzania,indicator_17,Male,Under 5 years old,total,total,total,2022,54.3,MALA,High
United Republic of Tanzania,indicator_15,Male,Under 5 years old,total,total,total,2022,94.2,MALA,High
United Republic of Tanzania,indicator_15,Total,Under 5 years old,second,total,total,2022,91.9,MALA,Medium
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,total,total,total,2022,53.9,POSTNATAL_CARE,High
United Republic of Tanzania,indicator_17,Female,Under 5 years old,total,total,total,2022,46.1,MALA,Medium
United Republic of Tanzania,indicator_17,Total,Under 5 years old,middle,total,total,2022,49.4,MALA,Medium
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,total,urban,total,2022,62.8,POSTNATAL_CARE,High
United Republic of Tanzania,indicator_15,Total,Under 5 years old,middle,total,total,2022,94.3,MALA,High
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,total,rural,total,2022,50.6,POSTNATAL_CARE,Medium
United Republic of Tanzania,indicator_17,Total,Under 5 years old,total,rural,total,2022,46.7,MALA,Medium
United Republic of Tanzania,indicator_17,Total,Under 5 years old,total,total,primary education,2022,49.9,MALA,Medium
United Republic of Tanzania,indicator_17,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2022,44.7,MALA,Medium
United Republic of Tanzania,indicator_17,Total,Under 5 years old,total,total,total,2022,50.4,MALA,Medium
United Republic of Tanzania,indicator_10,Female,Under 5 years old,total,total,total,2022,58.8,MALA,Medium
United Republic of Tanzania,indicator_17,Total,Under 5 years old,total,total,secondary and higher,2022,55.2,MALA,High
United Republic of Tanzania,indicator_15,Female,Under 5 years old,total,total,total,2022,95.3,MALA,High
United Republic of Tanzania,indicator_17,Total,Under 5 years old,highest,total,total,2022,66.8,MALA,High
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,fourth,total,total,2022,57.5,POSTNATAL_CARE,High
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,highest,total,total,2022,66.7,POSTNATAL_CARE,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,total,secondary and higher,2022,79.5,MALA,High
United Republic of Tanzania,indicator_21,Total,Under 5 years old,second,total,total,2022,42.0,DIAR,Low
United Republic of Tanzania,indicator_21,Total,Under 5 years old,middle,total,total,2022,38.7,DIAR,Low
United Republic of Tanzania,indicator_16,Female,Under 5 years old,total,total,total,2022,75.4,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,urban,total,2022,52.7,MALA,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,fourth,total,total,2022,39.2,DIAR,Low
United Republic of Tanzania,indicator_19,Total,Under 5 years old,fourth,total,total,2022,36.3,DIAR,Low
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2022,70.8,MALA,Low
United Republic of Tanzania,indicator_21,Total,Under 5 years old,highest,total,total,2022,40.4,DIAR,Low
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,total,total,2022,94.7,MALA,High
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,rural,total,2022,41.0,DIAR,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,total,total,2022,58.9,MALA,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,urban,total,2022,42.9,DIAR,Low
United Republic of Tanzania,indicator_16,Male,Under 5 years old,total,total,total,2022,79.5,MALA,High
United Republic of Tanzania,indicator_19,Total,Under 5 years old,middle,total,total,2022,31.0,DIAR,Low
United Republic of Tanzania,indicator_21,Total,Under 5 years old,lowest,total,total,2022,50.0,DIAR,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,middle,total,total,2022,65.2,MALA,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,rural,total,2022,75.6,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,fourth,total,total,2022,60.9,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,fourth,total,total,2022,75.5,MALA,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,total,total,total,2022,39.1,DIAR,Low
United Republic of Tanzania,indicator_16,Total,Under 5 years old,middle,total,total,2022,75.9,MALA,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,highest,total,total,2022,51.2,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,urban,total,2022,82.3,MALA,High
United Republic of Tanzania,indicator_19,Total,Under 5 years old,total,urban,total,2022,38.5,DIAR,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,second,total,total,2022,62.4,MALA,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,second,total,total,2022,80.1,MALA,High
United Republic of Tanzania,indicator_19,Total,Under 5 years old,total,rural,total,2022,39.4,DIAR,Low
United Republic of Tanzania,indicator_10,Total,Under 5 years old,total,rural,total,2022,61.1,MALA,Medium
United Republic of Tanzania,indicator_21,Female,Under 5 years old,total,total,total,2022,44.7,DIAR,Medium
United Republic of Tanzania,indicator_16,Total,Under 5 years old,lowest,total,total,2022,70.8,MALA,Low
United Republic of Tanzania,indicator_21,Male,Under 5 years old,total,total,total,2022,39.2,DIAR,Low
United Republic of Tanzania,indicator_19,Total,Under 5 years old,highest,total,total,2022,38.2,DIAR,Low
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,total,secondary and higher,2022,41.4,DIAR,Low
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,rural,total,2022,94.3,MALA,High
United Republic of Tanzania,indicator_19,Male,Under 5 years old,total,total,total,2022,36.9,DIAR,Low
United Republic of Tanzania,indicator_23,Total,15 to 19 years old,total,total,total,2022,52.3,POSTNATAL_CARE,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,highest,total,total,2022,93.3,MALA,High
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,lowest,total,total,2022,40.2,POSTNATAL_CARE,Medium
United Republic of Tanzania,indicator_10,Total,Under 5 years old,lowest,total,total,2022,54.3,MALA,Medium
United Republic of Tanzania,indicator_19,Female,Under 5 years old,total,total,total,2022,41.8,DIAR,Medium
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,second,total,total,2022,51.9,POSTNATAL_CARE,Medium
United Republic of Tanzania,indicator_23,Total,15 to 49 years old,middle,total,total,2022,56.3,POSTNATAL_CARE,High
United Republic of Tanzania,indicator_15,Total,Under 5 years old,fourth,total,total,2022,97.9,MALA,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,highest,total,total,2022,84.4,MALA,High
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,total,primary education,2022,93.7,MALA,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,total,primary education,2022,78.7,MALA,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2022,96.1,MALA,High
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,total,primary education,2022,41.2,DIAR,Low
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,total,total,2022,41.6,DIAR,Low
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,total,secondary and higher,2022,96.5,MALA,High
United Republic of Tanzania,indicator_19,Total,Under 5 years old,second,total,total,2022,42.5,DIAR,Medium
United Republic of Tanzania,indicator_15,Total,Under 5 years old,total,urban,total,2022,96.1,MALA,High
United Republic of Tanzania,indicator_16,Total,Under 5 years old,total,total,total,2022,77.6,MALA,Medium
United Republic of Tanzania,indicator_19,Total,Under 5 years old,lowest,total,total,2022,50.8,DIAR,Medium
United Republic of Tanzania,indicator_21,Total,Under 5 years old,total,total,never attended an education programme / no schooling,2022,43.6,DIAR,Medium
United Republic of Tanzania,indicator_12,Total,Total,total,total,total,2023,69.8,DEMOGRAPHY,High
